ID号,用户标识,月,姓名,年龄,职业,年收入,月基本工资,银行账户数,信用卡数,信用卡利率,获得的贷款数量,贷款类型,平均延迟付款天数,平均延迟付款次数,信用卡限额变化率,信用卡查询次数,剩余债务,信用卡使用率,信用年龄,仅还款最低金额,月投资额,付款行为,月余额,评分等级
99,CUS0x821a,May,Adrianr,26,Engineer,122705.73,10049.4775,5,6,6,3,"Auto Loan, Auto Loan, and Mortgage Loan",13,10,6.34,5,1004.82,32.46962817,21 Years and 0 Months,No,833.49311,LowspentMediumvaluepayments,251.1389479,1
100,CUS0x193b,July,Guiy,16,Lawyer,19462.47,1920.8725,7,7,28,6,"Auto Loan, Mortgage Loan, Mortgage Loan, Not Specified, Student Loan, and Not Specified",54,19,1.96,8,2211.05,23.19672269,,Yes,16.06293179,HighspentLargevaluepayments,355.2230127,1
101,CUS0x1ed3,April,Sinead Carewp,22,Engineer,45947.1,3843.925,9,9,31,7,"Home Equity Loan, Payday Loan, Not Specified, Auto Loan, Credit-Builder Loan, Auto Loan, and Mortgage Loan",29,20,13.49,9,3813.3,33.51286591,7 Years and 4 Months,Yes,210.5307496,LowspentSmallvaluepayments,298.2095187,2
102,CUS0x7cc1,May,Meganb,22,Writer,51411.1,4178.258333,3,5,12,3,"Not Specified, Credit-Builder Loan, and Home Equity Loan",29,18,7.7,4,404.88,34.96320711,19 Years and 0 Months,Yes,10000,LowspentMediumvaluepayments,414.7522142,2
103,CUS0x683d,July,Edwardsk,32,Journalist,90370.96,,3,4,11,4,"Auto Loan, Student Loan, Student Loan, and Payday Loan",13,,6.24,6,1023.49,24.61472984,16 Years and 4 Months,Yes,,LowspentMediumvaluepayments,53.77673294,2
104,CUS0x2cd4,May,Daviesk,26,Engineer,18115.21,1327.600833,9,8,18,6,"Credit-Builder Loan, Auto Loan, Mortgage Loan, Not Specified, Student Loan, and Student Loan",15,11,10.18,11,1440.76,32.03009404,19 Years and 2 Months,Yes,93.3292549,LowspentSmallvaluepayments,266.584112,1
105,CUS0x1343,July,Aubinm,21,Teacher,125280.36,10704.03,0,5,3,4,"Debt Consolidation Loan, Student Loan, Home Equity Loan, and Mortgage Loan",4,2,11.69,0,1388.43,42.84249302,22 Years and 3 Months,No,268.0814238,HighspentMediumvaluepayments,746.5988,3
106,CUS0x258b,April,Alastair Sharpe,23,Scientist,66502.76,5379.896667,0,6,1,2,"Mortgage Loan, and Personal Loan",29,8,13.06,2,276.91,31.26324999,18 Years and 11 Months,No,97.47015739,HighspentLargevaluepayments,600.419335,1
107,CUS0x6cd2,April,Ritsukoq,20,MediaManager,22558.95,,4,5,11,4,"Student Loan, Auto Loan, Personal Loan, and Mortgage Loan",6,14,17.74,2,141.14,36.12757404,31 Years and 2 Months,Yes,226.754572,LowspentSmallvaluepayments,198.135488,2
108,CUS0x9d10,May,Svea Herbst-Baylissh,48,Entrepreneur,132641.34,11051.445,1,3,6,1,Credit-Builder Loan,-2,14,9.6,3,831.63,31.94065311,20 Years and 11 Months,No,170.8659722,HighspentLargevaluepayments,1104.178109,2
109,CUS0x541c,February,Holtonw,44,,17296.485,1680.37375,1,3,11,1,Debt Consolidation Loan,3,0,3.59,0,948.38,37.40393146,31 Years and 10 Months,No,122.3541523,LowspentSmallvaluepayments,324.6204109,2
110,CUS0xc0b7,May,Karen Freifeldv,26,Developer,89531.94,7227.995,3,3,8,1,Mortgage Loan,7,13,16.95,8,1471.5,33.0867379,22 Years and 5 Months,Yes,,HighspentMediumvaluepayments,785.5810387,2
111,CUS0x5e3d,January,Tom Polanseka,37,Musician,26508.58,2500.048333,5,7,12,3,"Home Equity Loan, Credit-Builder Loan, and Debt Consolidation Loan",15,20,6.54,4,1356.64,25.78860116,26 Years and 5 Months,No,91.38618698,HighspentMediumvaluepayments,373.246077,3
112,CUS0x52dd,April,Emily Flitterf,25,Musician,22181.4,,3,3,4,3,"Credit-Builder Loan, Student Loan, and Not Specified",9,8,11.61,3,1479.62,36.34096909,31 Years and 2 Months,No,14.47729066,HighspentLargevaluepayments,383.7550432,2
113,CUS0x7b14,March,Jinv,54,Developer,13966.77,1037.8975,3,7,3,3,"Mortgage Loan, Student Loan, and Payday Loan",7,15,11.44,3,412.48,31.15997148,28 Years and 6 Months,No,42.58220304,HighspentSmallvaluepayments,288.3556274,3
114,CUS0x3925,May,Praveenj,20,Journalist,81793.56,6769.13,6,7,19,3,"Auto Loan, Auto Loan, and Home Equity Loan",10,18,4.47,2,1208.29,34.69933975,29 Years and 8 Months,Yes,153.3915934,!@9#%8,649.0622903,2
115,CUS0x6c12,February,Dan Levinee,38,Entrepreneur,14585775,,8,3,14,2,"Not Specified, and Debt Consolidation Loan",17,8,11.96,0,1191.4,29.89741235,,Yes,116.1070035,HighspentMediumvaluepayments,375.228644,2
116,CUS0x6148,May,Jean Arcer,44,Accountant,7295.715,444.97625,3,5,34,7,"Auto Loan, Student Loan, Student Loan, Not Specified, Not Specified, Personal Loan, and Personal Loan",12,14,10,9,1349.1,36.29488662,10 Years and 6 Months,NM,19.66006875,HighspentSmallvaluepayments,263.5446601,2
117,CUS0x3b21,February,Alex rah,35,Entrepreneur,8312.085,568.67375,8,5,18,2,"Not Specified, and Not Specified",7,11,25.07,10,1945.67,38.91921772,6 Years and 4 Months,Yes,30.61828271,LowspentSmallvaluepayments,305.5147347,1
118,CUS0x9209,January,Richwinet,29,Architect,60529.08,5069.09,5,3,24,-100,"Payday Loan, Auto Loan, Personal Loan, Payday Loan, Personal Loan, Student Loan, and Mortgage Loan",7,20,15.84,6,2329.34,35.18842339,15 Years and 10 Months,Yes,143.8770571,!@9#%8,325.451275,2
119,CUS0x5715,February,Wilkesr,37,Lawyer,12714.98,979.5816667,4,6,5,4,"Credit-Builder Loan, Auto Loan, Credit-Builder Loan, and Mortgage Loan",13,,7.71,2,1154.56,28.29047341,21 Years and 11 Months,NM,78.12980163,LowspentMediumvaluepayments,277.6308354,2
120,CUS0x862b,January,Edward Taylorc,44,Manager,145282.24,12154.85333,5,7,10,1,Student Loan,30,,3.55,,1417.24,36.76214723,23 Years and 2 Months,No,99.88861429,HighspentLargevaluepayments,1251.245276,1
121,CUS0x2a68,January,Kotokyt,45,Musician,31029.7,2519.808333,6,7,4,4,"Not Specified, Payday Loan, Home Equity Loan, and Student Loan",21,14,10.74,1,1157.08,34.59333693,19 Years and 2 Months,NM,101.929242,HighspentMediumvaluepayments,303.5816263,2
122,CUS0x8bde,April,Aless raq,44,Journalist,16943.505,1382.95875,4,6,11,1,Mortgage Loan,24,18,8.93,1599,961.19,37.0382305,25 Years and 6 Months,No,27.88654313,HighspentMediumvaluepayments,349.2060874,2
123,CUS0x6b0b,July,,27,Doctor,20958.75,1470.5625,9,9,21,8,"Home Equity Loan, Home Equity Loan, Personal Loan, Personal Loan, Student Loan, Mortgage Loan, Student Loan, and Mortgage Loan",62,27,1.67,11,1310.95,27.06001004,18 Years and 7 Months,Yes,119.5728127,LowspentSmallvaluepayments,186.9547003,1
124,CUS0x485f,June,Gaynort,36,Teacher,69051.14,5503.261667,4,7,9,2,"Mortgage Loan, and Home Equity Loan",9,8,13.2,8,1396.03,39.87975865,16 Years and 0 Months,Yes,228.5060462,LowspentSmallvaluepayments,504.6526287,2
125,CUS0x89d3,January,Noelp,28,Accountant,7711.54,779.6283333,8,7,24,9,"Not Specified, Home Equity Loan, Auto Loan, Mortgage Loan, Mortgage Loan, Debt Consolidation Loan, Personal Loan, Payday Loan, and Mortgage Loan",67,20,17.27,6,2929.44,32.03061717,2 Years and 7 Months,NM,48.3798139,!@9#%8,264.7294306,1
126,CUS0x4229,July,McAllisterq,46,Architect,22032.74,2079.061667,7,6,18,3,"Not Specified, Not Specified, and Debt Consolidation Loan",20,17,12.65,3,355.4,29.13826228,20 Years and 3 Months,Yes,91.49910786,LowspentLargevaluepayments,340.5704923,2
127,CUS0x5ede,May,N.o,27,Architect,11610.355,790.5295833,7,5,16,2,"Credit-Builder Loan, and Auto Loan",24,16,19.27,7,196.64,35.95231644,,Yes,65.86181354,LowspentMediumvaluepayments,274.4232019,2
128,CUS0x30b9,May,Dashav,51,Lawyer,14696.765,1273.730417,4,4,6,3,"Student Loan, Auto Loan, and Debt Consolidation Loan",2,6,3.96,3,531.86,32.49621578,,No,60.22935569,HighspentSmallvaluepayments,305.6548843,3
129,CUS0x2a9a,February,ernardu,31,Architect,100791.57,,2,5,11,1,Personal Loan,1,4,12.33,0,1336.44,36.6135887,32 Years and 10 Months,NM,144.1170394,HighspentMediumvaluepayments,896.4291096,1
130,CUS0x9983,May,Julien Toyerb,36,Writer,57219.92,4511.326667,8,6,33,6,"Student Loan, Not Specified, Home Equity Loan, Not Specified, Personal Loan, and Personal Loan",19,23,19.25,13,4935.76,41.4513038,3 Years and 5 Months,Yes,76.24300407,HighspentMediumvaluepayments,465.5938384,2
131,CUS0xb38b,April,Jed Horowitzr,20,,80436.12,6643.01,3,4,13,6,"Not Specified, Debt Consolidation Loan, Mortgage Loan, Not Specified, Mortgage Loan, and Not Specified",8,21,7.59,12,2409.33,32.75706318,7 Years and 4 Months,Yes,300.9296119,LowspentMediumvaluepayments,338.7396811,1
132,CUS0xb096,February,Marke,23,Writer,20172.2,1668.016667,8,7,7,3,"Auto Loan, Home Equity Loan, and Debt Consolidation Loan",23,18,10.03,0,778.09,34.33806349,23 Years and 10 Months,No,38.19370025,HighspentMediumvaluepayments,328.345365,2
133,CUS0x8a38,June,Alistairh,20,Engineer,37045.6,2820.133333,5,7,9,1,Debt Consolidation Loan,4,2,1.18,3,1411.95,39.51520913,21 Years and 4 Months,No,64.2698912,HighspentMediumvaluepayments,443.7538671,2
134,CUS0x7e76,June,Emmanuel Olaoyec,38,Teacher,87629.7,7334.475,5,6,17,4,"Credit-Builder Loan, Home Equity Loan, Home Equity Loan, and Credit-Builder Loan",20,16,8.72,1,526.26,40.89683057,23 Years and 8 Months,NM,177.6035576,HighspentMediumvaluepayments,627.3611288,2
135,CUS0x76ad,June,Brownu,21,Mechanic,29704.64,2365.386667,4,7,13,5,"Home Equity Loan, Home Equity Loan, Debt Consolidation Loan, Payday Loan, and Payday Loan",16,,7.1,5,1713.04,39.80302043,14 Years and 7 Months,Yes,195.051662,LowspentMediumvaluepayments,252.7462161,2
136,CUS0xa0eb,August,,40,Manager,65599.92,5680.66,9,7,27,3,"Personal Loan, Debt Consolidation Loan, and Personal Loan",36,8,19.83,10,1270.15,24.39969698,12 Years and 8 Months,Yes,306.3553809,LowspentSmallvaluepayments,451.5108022,1
137,CUS0x419d,May,Christiaan Hetznerj,17,Developer,35662.88,2696.906667,8,3,34,4,"Auto Loan, Credit-Builder Loan, Home Equity Loan, and Mortgage Loan",19,16,15.19,10,2391.98,27.73605126,18 Years and 11 Months,Yes,101.3359123,HighspentMediumvaluepayments,357.56701,1
138,CUS0x4973,August,Marcuss,43,,12291.445,923.2870833,5,5,6,3,"Payday Loan, Credit-Builder Loan, and Home Equity Loan",30,13,20.49,4,1257.59,28.69740208,21 Years and 9 Months,Yes,101.6879336,LowspentSmallvaluepayments,258.773083,2
139,CUS0x2a60,January,Alan Wheatleye,31,Entrepreneur,19042.82,1635.901667,6,5,18,1,Not Specified,12,16,3.12,0,659.68,35.2285244,23 Years and 9 Months,No,68.09356069,LowspentMediumvaluepayments,364.5878298,2
140,CUS0x30ed,May,Gladstone Phili,29,Scientist,28634.88,2442.24,6,6,17,8,"Home Equity Loan, Personal Loan, Debt Consolidation Loan, Student Loan, Personal Loan, Student Loan, Credit-Builder Loan, and Auto Loan",51,21,8.34,8,3195,29.8260994,7 Years and 1 Months,Yes,105.3147237,LowspentSmallvaluepayments,322.4058218,1
141,CUS0x7853,August,Tom Berginq,26,Writer,46010.31,3692.1925,7,8,15,3,"Credit-Builder Loan, Home Equity Loan, and Personal Loan",25,24,7.93,13,1380.78,33.24730078,12 Years and 0 Months,NM,167.3926657,HighspentSmallvaluepayments,374.3439021,1
142,CUS0x7976,January,Michelle Nicholsc,32,Lawyer,67629.14,5479.761667,0,3,10,1,Auto Loan,3,2,4.69,2,177.03,28.09521758,31 Years and 10 Months,No,91.96169263,HighspentMediumvaluepayments,660.4637249,2
143,CUS0x8cbe,August,Giorgio Stevew,39,Manager,76644.16,5331.132338,5,4,9,3,"Student Loan, Student Loan, and Payday Loan",29,10,0.68,4,1431.83,35.40526979,28 Years and 4 Months,No,187.8889887,!@9#%8,580.0285075,3
144,CUS0xb2f6,April,Tetsushi Kajimotoz,23,Scientist,67082.16,5622.18,8,8,18,6,"Mortgage Loan, Payday Loan, Not Specified, Mortgage Loan, Credit-Builder Loan, and Debt Consolidation Loan",33,16,4.96,11,1734.87,28.11050949,7 Years and 4 Months,Yes,220.7214771,HighspentMediumvaluepayments,339.2048647,2
145,CUS0x68d9,July,Steve Slaterk,28,Writer,68561.31,5594.4425,6,5,12,2,"Mortgage Loan, and Credit-Builder Loan",30,15,8.72,8,93.67,25.98400082,30 Years and 5 Months,Yes,211.2513877,HighspentMediumvaluepayments,540.1715887,2
146,CUS0x76d1,July,Andrius Sytasd,37,Manager,37578.61,3179.550833,0,5,5,4,"Home Equity Loan, Payday Loan, Mortgage Loan, and Payday Loan",-2,12,1.72,0,855.61,39.42905529,31 Years and 5 Months,No,188.5740839,LowspentSmallvaluepayments,336.1073355,2
147,CUS0x1319,February,,46,MediaManager,138613.48,11706.12333,7,5,10,3,"Personal Loan, Personal Loan, and Personal Loan",21,20,2.49,4,768.69,40.54708684,17 Years and 4 Months,NM,414.6434039,HighspentSmallvaluepayments,833.79269,2
148,CUS0xa166,August,Nadiaf,43,Engineer,17448.08,,9,5,20,9,"Not Specified, Auto Loan, Home Equity Loan, Payday Loan, Mortgage Loan, Student Loan, Student Loan, Auto Loan, and Auto Loan",43,17,2.5,14,2575.23,40.10223087,15 Years and 10 Months,Yes,25.43745572,HighspentLargevaluepayments,251.2083428,2
149,CUS0x72f3,January,Nick Brownl,35,MediaManager,95111.1,7724.925,5,2,12,1,Mortgage Loan,7,1,11.65,0,467.35,33.97359206,20 Years and 5 Months,No,378.8962771,HighspentSmallvaluepayments,578.2060668,2
150,CUS0xb8a2,June,Gregk,29,,87232.86,,4,4,20,3,"Mortgage Loan, Mortgage Loan, and Auto Loan",29,9,12.84,4,1169.61,33.29883445,28 Years and 2 Months,Yes,225.3495414,LowspentMediumvaluepayments,588.9617999,2
151,CUS0x716,April,Greg Roumeliotisv,44,,18897.13,1345.760833,9,7,32,8,"Student Loan, Mortgage Loan, Mortgage Loan, Debt Consolidation Loan, Personal Loan, Auto Loan, Payday Loan, and Mortgage Loan",33,23,26.39,10,3351.81,31.72471976,10 Years and 2 Months,Yes,52.55523505,LowspentSmallvaluepayments,284.5445028,2
152,CUS0x398f,June,Saraht,29,,45379.77,3995.6475,8,9,21,6,"Payday Loan, Auto Loan, Auto Loan, Credit-Builder Loan, Mortgage Loan, and Home Equity Loan",24,19,19.24,10,2630.87,33.68260346,13 Years and 3 Months,Yes,219.7289129,HighspentSmallvaluepayments,278.9582155,2
153,CUS0x4da9,June,Valentina Accardox,33,MediaManager,76448.44,6134.703333,6,5,17,3,"Auto Loan, Mortgage Loan, and Debt Consolidation Loan",23,8,9.37,6,2063.55,29.81880239,11 Years and 6 Months,Yes,116.2436918,HighspentSmallvaluepayments,615.9299268,1
154,CUS0x4f4f,April,Martinne Gellerv,36,Architect,40327.81,3450.650833,1,3,7,3,"Auto Loan, Personal Loan, and Auto Loan",14,7,1.76,0,424.5,34.35915313,23 Years and 8 Months,No,40.32555536,HighspentMediumvaluepayments,466.7729374,2
155,CUS0x72b6,February,Cohnw,38,Doctor,67531.72,5905.643333,10,8,31,8,"Mortgage Loan, Mortgage Loan, Not Specified, Mortgage Loan, Not Specified, Home Equity Loan, Home Equity Loan, and Payday Loan",37,21,16.28,8,4192.67,37.51431667,10 Years and 4 Months,Yes,77.22421752,HighspentMediumvaluepayments,364.1878967,2
156,CUS0x2a23,July,Palmerj,19,Doctor,38760.82,3310.068333,1,2,11,3,"Personal Loan, Debt Consolidation Loan, and Mortgage Loan",11,,6.74,4,468.18,35.43403903,26 Years and 5 Months,No,116.4183785,HighspentMediumvaluepayments,380.0699477,3
157,CUS0xaec,May,,37,Lawyer,34500.94,2644.078333,4,5,20,2,"Payday Loan, and Payday Loan",10,17,11.28,1,899.48,37.73389099,21 Years and 5 Months,Yes,10000,LowspentLargevaluepayments,351.7108071,2
158,CUS0x74f7,June,Melanie Leen,49,Architect,112331.04,9247.92,4,4,8,1,Home Equity Loan,6,12,11.82,1,1311,35.80195822,29 Years and 9 Months,No,10000,HighspentMediumvaluepayments,896.2355177,2
159,CUS0x591,July,Allison Martellm,45,Mechanic,46010.4,3815.2,3,6,32,7,"Home Equity Loan, Home Equity Loan, Debt Consolidation Loan, Personal Loan, Not Specified, Home Equity Loan, and Personal Loan",10,11,18.91,13,1274.59,22.50774752,11 Years and 3 Months,Yes,509.6627323,LowspentSmallvaluepayments,,2
160,CUS0x2a25,June,Baghdjiano,35,MediaManager,9834.33,626.5275,9,8,30,208,"Home Equity Loan, Debt Consolidation Loan, Personal Loan, Mortgage Loan, Mortgage Loan, and Payday Loan",48,,22.71,11,3427.41,27.9561873,11 Years and 3 Months,Yes,71.59372882,LowspentSmallvaluepayments,233.5513896,2
161,CUS0x8348,July,Jonathan Stempelk,25,Entrepreneur,58089.39,4835.7825,8,6,25,7,"Personal Loan, Mortgage Loan, Mortgage Loan, Debt Consolidation Loan, Auto Loan, Payday Loan, and Personal Loan",24,,17.55,7,2504.72,26.30379428,1 Years and 7 Months,Yes,66.35439566,HighspentMediumvaluepayments,355.2390326,1
162,CUS0x7d62,August,Emi Emotot,22,Doctor,19193.42,1589.451667,5,6,9,4,"Mortgage Loan, Home Equity Loan, Home Equity Loan, and Mortgage Loan",28,20,16.83,8,211.4,30.35157122,29 Years and 5 Months,Yes,79.12078248,LowspentMediumvaluepayments,299.7077181,2
163,CUS0x8cd,February,Jan Strupczewskio,19,Musician,7367.11,616.9258333,10,6,29,7,"Credit-Builder Loan, Not Specified, Debt Consolidation Loan, Personal Loan, Student Loan, Auto Loan, and Mortgage Loan",18,24,32.92,9,3898.81,25.56401138,6 Years and 0 Months,Yes,,LowspentSmallvaluepayments,277.2198029,2
164,CUS0x4fc2,June,Olesya Dmitracovae,50,Scientist,85770.33,7275.5275,5,5,5,3,"Home Equity Loan, Payday Loan, and Not Specified",16,13,5.25,3,1280.08,29.25612712,18 Years and 1 Months,No,248.8226729,LowspentMediumvaluepayments,614.300775,1
165,CUS0xb433,May,Luke Bakerz,21,Journalist,33214.4,2842.866667,8,6,22,9,"Mortgage Loan, Debt Consolidation Loan, Not Specified, Student Loan, Auto Loan, Personal Loan, Not Specified, Debt Consolidation Loan, and Personal Loan",57,16,18.48,7,2681.54,29.08373506,10 Years and 3 Months,Yes,120.2917563,HighspentMediumvaluepayments,187.6700864,1
166,CUS0xaa93,August,ewichx,41,Musician,18314.09,1779.174167,6,6,34,4,"Credit-Builder Loan, Mortgage Loan, Debt Consolidation Loan, and Auto Loan",19,9,12.5,6,1865.26,35.86962495,11 Years and 3 Months,Yes,70.8040963,LowspentSmallvaluepayments,358.6828213,1
167,CUS0x7982,May,Alexei Oreskovicz,37,Writer,73355.38,6136.948333,3,7,12,1,Credit-Builder Loan,16,10,11.56,7,998.81,25.82151802,28 Years and 3 Months,No,471.5418515,LowspentMediumvaluepayments,385.7306832,2
168,CUS0x903b,February,LaCapray,35,Entrepreneur,82203.45,6655.2875,5,4,12,2,"Credit-Builder Loan, and Home Equity Loan",12,18,4.86,1,667.13,31.38236775,22 Years and 0 Months,Yes,606.3956289,LowspentMediumvaluepayments,234.8130553,2
169,CUS0x4c45,May,Schnurri,21,Writer,69078.64,5712.553333,9,5,30,2,"Not Specified, and Payday Loan",60,16,19.9,12,2329.02,23.91753869,18 Years and 9 Months,Yes,581.9643085,!@9#%8,180.8874389,1
170,CUS0xaab3,May,Michaelb,21,Doctor,14759.53,1394.960833,6,6,26,6,"Credit-Builder Loan, Home Equity Loan, Student Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Home Equity Loan",65,18,29.02,8,4809.55,37.08846481,12 Years and 6 Months,Yes,148.4134179,!@9#%8,213.2894798,1
171,CUS0x8009,February,Sarah Youngo,21,Mechanic,31598.5,,9,396,27,5,"Payday Loan, Auto Loan, Personal Loan, Not Specified, and Home Equity Loan",39,16,18.79,8,4572.01,36.88603864,1 Years and 8 Months,Yes,297.5515732,LowspentSmallvaluepayments,116.2706459,2
172,CUS0x38f3,February,,15,Mechanic,143703.4,12099.28333,8,3,6,2,"Not Specified, and Auto Loan",27,12,10.53,6,418.85,31.83892862,31 Years and 6 Months,Yes,464.2951266,HighspentSmallvaluepayments,836.9277021,2
173,CUS0xeb6,March,ing Langia,-500,Developer,16472.87,1554.739167,7,5,32,-100,"Student Loan, Student Loan, Auto Loan, Debt Consolidation Loan, Mortgage Loan, Payday Loan, Personal Loan, Debt Consolidation Loan, and Home Equity Loan",20,17,9.65,8,2140.96,35.65666651,18 Years and 7 Months,Yes,57.95329039,HighspentSmallvaluepayments,290.7966321,1
174,CUS0xb490,April,Tomp,38,Accountant,91771.29,7547.6075,547,3,5,3,"Student Loan, Not Specified, and Personal Loan",28,,17.13,8,1266.35,34.12877483,11 Years and 7 Months,NM,259.6873206,HighspentMediumvaluepayments,568.4940775,2
175,CUS0xa5d1,June,Deepay,38,MediaManager,20269.93,1617.160833,7,6,29,7,"Debt Consolidation Loan, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, Student Loan, Not Specified, and Credit-Builder Loan",67,22,15.07,8,4459.5,29.81982643,3 Years and 3 Months,Yes,115.2349373,LowspentMediumvaluepayments,234.6125896,1
176,CUS0x53e9,February,Yoo Choonsiky,20,Journalist,18921.78,1403.815,6,9,29,6,"Credit-Builder Loan, Personal Loan, Credit-Builder Loan, Not Specified, Auto Loan, and Student Loan",27,16,27.7,14,4761.49,32.91412287,14 Years and 2 Months,Yes,108.9823554,LowspentSmallvaluepayments,272.5795922,2
177,CUS0x6719,January,,25,Scientist,20759.32,1528.943333,3,3,7,7,"Personal Loan, Auto Loan, Student Loan, Personal Loan, Auto Loan, Payday Loan, and Payday Loan",29,11,19.49,4,2071.05,38.5273053,,Yes,,HighspentMediumvaluepayments,313.0789974,1
178,CUS0x9b9,August,,45,Mechanic,58468.08,4592.34,10,9,28,5,"Home Equity Loan, Home Equity Loan, Mortgage Loan, Home Equity Loan, and Mortgage Loan",29,8,11.93,15,1447.46,35.57639268,8 Years and 0 Months,Yes,51.99520697,HighspentMediumvaluepayments,487.7736366,2
179,CUS0xebd,February,Lim Kohr,38,Engineer,7183.53,574.6275,3,3,15,6,"Student Loan, Personal Loan, Debt Consolidation Loan, Student Loan, Payday Loan, and Student Loan",16,16,8.23,10,2117.29,32.914152,17 Years and 11 Months,NM,39.43642922,!@9#%8,272.7560885,1
180,CUS0x669f,May,,42,,15551.68,1542.973333,7,9,32,7,"Personal Loan, Mortgage Loan, Not Specified, Personal Loan, Debt Consolidation Loan, Home Equity Loan, and Debt Consolidation Loan",65,16,1.99,11,1660.2,28.36240194,13 Years and 7 Months,Yes,56.01487827,LowspentLargevaluepayments,281.4785153,1
181,CUS0x2ef1,May,Evelinex,35,Accountant,146861.12,12514.42667,4,7,9,3,"Payday Loan, Auto Loan, and Personal Loan",20,18,15.75,8,1368.79,42.06500921,9 Years and 6 Months,Yes,425.9037805,HighspentMediumvaluepayments,765.1019573,3
182,CUS0x64a5,April,Herbert Lashv,42,Scientist,29386.9,2236.908333,4,4,27,6,"Auto Loan, Student Loan, Personal Loan, Mortgage Loan, Payday Loan, and Debt Consolidation Loan",25,17,9.17,12,2127.78,25.8033529,16 Years and 10 Months,Yes,127.5565877,HighspentSmallvaluepayments,255.6478708,1
