ID号,用户标识,月,姓名,年龄,职业,年收入,月基本工资,银行账户数,信用卡数,信用卡利率,获得的贷款数量,贷款类型,平均延迟付款天数,平均延迟付款次数,信用卡限额变化率,信用卡查询次数,剩余债务,信用卡使用率,信用年龄,仅还款最低金额,月投资额,付款行为,月余额,评分等级
5099,CUS0x8750,August,Patrickt,55,Accountant,14544.485,1224.040417,5,5,11,4,"Credit-Builder Loan, Not Specified, Mortgage Loan, and Auto Loan",22,,-0.27,0,788.41,38.14977407,22 Years and 10 Months,No,52.9101139,LowspentMediumvaluepayments,312.9754382,
5100,CUS0xb658,May,Eddiec,54,Lawyer,44083.28,3703.606667,1,4,9,3,"Mortgage Loan, Payday Loan, and Credit-Builder Loan",8,4,3.45,1,616.74,27.99269132,20 Years and 9 Months,No,235.8358674,LowspentSmallvaluepayments,348.5149664,
5101,CUS0xa31,August,Kime,36,Mechanic,107392.74,8681.395,5,5,6,1,Auto Loan,30,20,10.69,4,248.84,30.4092793,19 Years and 11 Months,Yes,502.2967112,HighspentSmallvaluepayments,574.228892,
5102,CUS0x7269,April,Qingl,19,Lawyer,35389.89,,4,7,10,2,"Home Equity Loan, and Debt Consolidation Loan",12,15,11.79,2,873.71,26.49003867,30 Years and 11 Months,Yes,10000,LowspentLargevaluepayments,340.725407,
5103,CUS0x3ee7,July,Abboudi,52,Scientist,31223.33,2208.259537,8,3,9,4,"Mortgage Loan, Mortgage Loan, Not Specified, and Personal Loan",29,13,8.89,3,906.8,37.20606736,31 Years and 3 Months,NM,126.3612734,LowspentSmallvaluepayments,326.603153,
5104,CUS0x80ec,January,"""Eileen OGrady""c",18,Entrepreneur,132753.52,10853.79333,5,4,6,3,"Home Equity Loan, Personal Loan, and Debt Consolidation Loan",2,9,11.78,2,1452.83,33.07557631,18 Years and 5 Months,No,753.8930795,LowspentSmallvaluepayments,352.5696847,
5105,CUS0xbe63,May,Thomassonp,30,Teacher,63473.6,5385.466667,5,7,20,5,"Debt Consolidation Loan, Debt Consolidation Loan, Debt Consolidation Loan, Mortgage Loan, and Student Loan",30,18,21.93,8,1029.31,35.29234501,14 Years and 0 Months,Yes,139.2754399,!@9#%8,475.9626704,
5106,CUS0xc1b6,April,,40,Teacher,26523.72,1915.31,5,3,6,5,"Personal Loan, Personal Loan, Payday Loan, Auto Loan, and Student Loan",19,15,15.68,6,368.29,24.4244855,17 Years and 11 Months,Yes,90.57516541,HighspentSmallvaluepayments,296.9711395,
5107,CUS0x8449,January,Nelsonn,46,Teacher,112938.08,9562.506667,2,7,9,1,Not Specified,0,4,9.48,0,1398.69,40.01909839,,NM,170.7778573,HighspentMediumvaluepayments,944.1061893,
5108,CUS0xc28c,April,Tom Milesh,23,Developer,19899.64,1759.303333,5,3,6,2,"Student Loan, and Auto Loan",4,,4.85,4,714.58,28.05198375,27 Years and 7 Months,No,82.60676203,LowspentLargevaluepayments,346.1977593,
5109,CUS0x2d81,April,Alonso Soton,46,Developer,151854.56,,3,4,9,3,"Not Specified, Auto Loan, and Auto Loan",9,5,11.42,2,1205.6,36.66072867,15 Years and 11 Months,No,444.365641,LowspentLargevaluepayments,753.8072993,
5110,CUS0x666b,March,Herbst-Baylissq,43,MediaManager,20159.39,1403.949167,10,7,16,5,"Mortgage Loan, Payday Loan, Not Specified, Payday Loan, and Payday Loan",21,15,,11,3604.92,36.60841854,7 Years and 11 Months,Yes,81.43807981,LowspentMediumvaluepayments,258.478973,
5111,CUS0x7baf,July,Alejl,41,Lawyer,44678.57,3502.214167,3,6,9,1,Credit-Builder Loan,12,10,10.41,5,834,25.2159349,30 Years and 8 Months,No,376.8720354,LowspentSmallvaluepayments,238.1915149,
5112,CUS0x9074,March,Giannoneh,31,Manager,17685.73,1552.810833,2,1,5,4,"Payday Loan, Mortgage Loan, Student Loan, and Auto Loan",3,10,5.53,3,838.13,40.40269726,,No,193.156343,LowspentSmallvaluepayments,213.5912293,
5113,CUS0x5046,August,Yukoe,27,Entrepreneur,29901.97,2462.830833,3,4,7,2,"Debt Consolidation Loan, and Debt Consolidation Loan",15,9,1.07,1,319.85,27.57786867,22 Years and 2 Months,No,81.5302641,HighspentSmallvaluepayments,382.3185103,
5114,CUS0x2159,January,Emmottt,53,Doctor,115380.18,,0,4,12,2,"Auto Loan, and Debt Consolidation Loan",12,9,-0.1,2,101.29,32.52184484,25 Years and 3 Months,No,102.5767116,HighspentLargevaluepayments,945.9643276,
5115,CUS0xac39,April,Rickt,29,Writer,14952.03,1445.0025,10,8,22,9,"Payday Loan, Mortgage Loan, Auto Loan, Home Equity Loan, Payday Loan, Credit-Builder Loan, Auto Loan, Credit-Builder Loan, and Mortgage Loan",19,27,12.2,10,3566.21,37.89675977,4 Years and 2 Months,Yes,26.78588176,HighspentSmallvaluepayments,272.1307543,
5116,CUS0xcfc,March,Catherine Bosleyz,31,Engineer,15330.305,1135.525417,4,5,5,4,"Personal Loan, Auto Loan, Student Loan, and Credit-Builder Loan",15,19,9.03,4,672.49,32.99151941,,No,65.97411959,LowspentSmallvaluepayments,291.1894773,
5117,CUS0xc39e,January,ernie Woodalld,15,Doctor,103351.98,8414.665,5,3,10,-100,"Debt Consolidation Loan, Personal Loan, Credit-Builder Loan, and Payday Loan",26,18,19.82,5,1442.03,32.88890539,10 Years and 1 Months,NM,74.75471831,HighspentLargevaluepayments,712.9852483,
5118,CUS0x2e22,July,Simpsonf,41,Lawyer,15551.6,1315.966667,6,3,13,6,"Not Specified, Student Loan, Not Specified, Payday Loan, Not Specified, and Home Equity Loan",8,10,12.81,6,1901.28,25.22364012,15 Years and 11 Months,Yes,107.678408,LowspentMediumvaluepayments,264.3598273,
5119,CUS0x617b,August,Phil Wahbab,33,MediaManager,14049.075,1213.75625,4,7,4,1,Student Loan,13,1,6.69,5,1409.86,37.81729924,18 Years and 3 Months,No,27.85439952,HighspentSmallvaluepayments,342.6724384,
5120,CUS0x5a9e,June,Angelao,35,Developer,28647.75,2161.3125,5,6,5,5,"Not Specified, Debt Consolidation Loan, Not Specified, Personal Loan, and Payday Loan",5,12,24.36,7,82.6,33.17743514,6 Years and 3 Months,Yes,10000,LowspentSmallvaluepayments,245.9699525,
5121,CUS0x5d36,February,Andrean,38,,29410.64,2712.886667,8,10,34,5,"Credit-Builder Loan, Not Specified, Auto Loan, Credit-Builder Loan, and Student Loan",57,20,0.85,12,1830.01,31.24849516,11 Years and 9 Months,Yes,193.6770638,LowspentLargevaluepayments,236.6687361,
5122,CUS0x1ed3,March,Sinead Carewp,22,Engineer,16110477,3843.925,9,9,31,7,"Home Equity Loan, Payday Loan, Not Specified, Auto Loan, Credit-Builder Loan, Auto Loan, and Mortgage Loan",27,23,17.49,8,3813.3,38.75000245,7 Years and 3 Months,Yes,171.3417004,LowspentLargevaluepayments,317.3985679,
5123,CUS0xaaea,June,Chris Gallagherh,38,Teacher,21833.79,1814.4825,5,4,6,4,"Mortgage Loan, Mortgage Loan, Auto Loan, and Payday Loan",14,11,5.53,8,14.56,33.96299942,24 Years and 3 Months,No,207.7136685,!@9#%8,192.4545759,
5124,CUS0x5a58,March,Julie Steenhuysenm,31,Entrepreneur,42400.7,3627.391667,4,5,5,2,"Mortgage Loan, and Not Specified",24,1,6.54,4,699.11,33.04626818,26 Years and 9 Months,NM,212.0269819,HighspentSmallvaluepayments,364.9365666,
5125,CUS0x6831,March,B.z,21,Engineer,28256.16,2500.68,8,7,22,9,"Debt Consolidation Loan, Mortgage Loan, Debt Consolidation Loan, Credit-Builder Loan, Mortgage Loan, Personal Loan, Personal Loan, Personal Loan, and Not Specified",23,21,8.95,9,1721.83,25.381915,10 Years and 3 Months,Yes,121.3025672,LowspentMediumvaluepayments,212.8982518,
5126,CUS0xc6e,May,Suzannep,20,,60489.88,4996.823333,4,5,5,-100,"Auto Loan, and Debt Consolidation Loan",5,12,9.48,4,465.98,24.36668145,25 Years and 1 Months,No,10000,HighspentLargevaluepayments,576.6875336,
5127,CUS0x652c,July,Ross Kerberk,49,Developer,59703.46,4739.288333,3,3,9,4,"Personal Loan, Credit-Builder Loan, Mortgage Loan, and Credit-Builder Loan",6,8,4.36,1,621.5,22.85016213,24 Years and 5 Months,No,574.6865552,LowspentSmallvaluepayments,67.27495523,
5128,CUS0x9423,April,,36,Scientist,36573.8,2809.816667,9,9,31,8,"Mortgage Loan, Credit-Builder Loan, Payday Loan, Payday Loan, Student Loan, Auto Loan, Home Equity Loan, and Auto Loan",58,,24.37,9,4990.91,33.58551053,13 Years and 4 Months,Yes,87.57382129,HighspentSmallvaluepayments,281.6942643,
5129,CUS0x1fb5,May,Cruiseu,39,Scientist,51031.6,4180.633333,4,6,16,3,"Payday Loan, Not Specified, and Mortgage Loan",13,11,10.54,1,1437.83,27.65532171,17 Years and 1 Months,No,214.9114386,HighspentSmallvaluepayments,349.9922519,
5130,CUS0x8cbe,January,Giorgio Stevew,38,Manager,76644.16,6156.013333,5,4,9,3,"Student Loan, Student Loan, and Payday Loan",29,10,0.68,1,1431.83,40.24964429,27 Years and 9 Months,No,143.0281883,HighspentLargevaluepayments,604.8893079,
5131,CUS0x6e91,February,Ulfi,18,Teacher,19852.64,1921.386667,5,4,18,2,"Student Loan, and Personal Loan",30,,18.92,8,1355.63,35.49500123,16 Years and 4 Months,NM,120.9564609,LowspentLargevaluepayments,309.4173583,
5132,CUS0x6398,May,Haysj,44,Journalist,36354.02,3062.501667,9,9,32,7,"Personal Loan, Home Equity Loan, Auto Loan, Mortgage Loan, Student Loan, Credit-Builder Loan, and Home Equity Loan",28,16,16.86,1843,2654.94,26.2775256,11 Years and 9 Months,Yes,76.91693932,HighspentMediumvaluepayments,354.4253968,
5133,CUS0x35b5,April,Andrewm,18,,56803.71,4620.6425,7,5,3951,6,"Mortgage Loan, Student Loan, Student Loan, Payday Loan, Mortgage Loan, and Debt Consolidation Loan",46,23,21.23,11,2593.44,32.07852764,6 Years and 0 Months,Yes,186.0685566,HighspentSmallvaluepayments,348.8054746,
5134,CUS0x54bd,May,,1402,Journalist,167753.52,14035.46,3,3,12,3,"Personal Loan, Not Specified, and Mortgage Loan",7,6,-5.38,2,1079.59,26.49016988,29 Years and 0 Months,No,916.4667054,LowspentMediumvaluepayments,509.7635048,
5135,CUS0x49d9,May,Emmottr,29,Developer,19170.73,,3,5,8,-100,"Auto Loan, Debt Consolidation Loan, Personal Loan, and Credit-Builder Loan",5,0,11.35,4,318.94,25.29847292,20 Years and 1 Months,No,81.34097559,LowspentSmallvaluepayments,282.1670353,
5136,CUS0x23a5,July,Horowitze,24,Lawyer,29404.31,2359.359167,6,7,9,1,Credit-Builder Loan,19,19,7.35,2308,1288.52,35.5241373,23 Years and 10 Months,No,10000,HighspentSmallvaluepayments,430.4808936,
5137,CUS0xbd29,February,Luciana Lopezl,43,Scientist,15427.215,,0,3,8,4,"Mortgage Loan, Auto Loan, Not Specified, and Student Loan",10,3,11.22,4,966.45,35.05334815,31 Years and 8 Months,No,96.92503388,LowspentSmallvaluepayments,269.6182575,
5138,CUS0xcf0,April,Foot,21,Engineer,76019.68,6602.973333,9,6,29,8,"Personal Loan, Student Loan, Personal Loan, Auto Loan, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, and Payday Loan",15,17,13.44,6,1743.81,38.95144424,6 Years and 8 Months,Yes,92.69964698,HighspentMediumvaluepayments,427.0088869,
5139,CUS0x26f8,August,,26,Engineer,29374.77,2377.8975,3,7,6,2,"Student Loan, and Payday Loan",23,15,16.65,7,1189.37,35.68771724,20 Years and 3 Months,Yes,158.4885616,!@9#%8,329.0371143,
5140,CUS0x36a2,August,Onstadi,19,Lawyer,31318.84,2334.903333,7,9,26,8,"Credit-Builder Loan, Auto Loan, Auto Loan, Not Specified, Mortgage Loan, Home Equity Loan, Debt Consolidation Loan, and Auto Loan",35,22,28.55,10,4286.15,40.79273555,9 Years and 5 Months,Yes,215.968135,LowspentLargevaluepayments,143.2172227,
5141,CUS0x5862,May,Economics Correspondentf,23,Engineer,42936.48,3532.04,8,5,18,8,"Credit-Builder Loan, Home Equity Loan, Not Specified, Home Equity Loan, Debt Consolidation Loan, Debt Consolidation Loan, Mortgage Loan, and Mortgage Loan",24,18,26.79,11,3542.14,32.68417474,,Yes,49.25019029,HighspentLargevaluepayments,369.3203652,
5142,CUS0xa396,January,Breidthardti,16,Entrepreneur,18249.16,1677.763333,4,7,6,2,"Home Equity Loan, and Student Loan",13,13,16.09,4,496.55,31.37635442,9 Years and 5 Months,Yes,218.4361158,LowspentSmallvaluepayments,217.7562121,
5143,CUS0x5604,April,Wohlf,41,,56195.04,4901.92,9,5,17,8,"Not Specified, Mortgage Loan, Home Equity Loan, Personal Loan, Payday Loan, Payday Loan, Auto Loan, and Personal Loan",32,17,8.78,12,1450.16,25.56422937,15 Years and 2 Months,Yes,10000,HighspentMediumvaluepayments,345.4564283,
5144,CUS0x79ce,June,Tom Halsz,39,Developer,20226.28,1617.523333,8,6,14,2,"Personal Loan, and Credit-Builder Loan",28,9,10.79,13,767.58,24.68778517,9 Years and 1 Months,Yes,159.4348203,LowspentMediumvaluepayments,255.4861694,
5145,CUS0x29fd,May,,28,Developer,7709.625,625.46875,7,9,31,6,"Personal Loan, Personal Loan, Mortgage Loan, Credit-Builder Loan, Debt Consolidation Loan, and Not Specified",28,18,16.01,14,2518.98,21.87754393,8 Years and 6 Months,NM,36.52624344,LowspentMediumvaluepayments,281.61132,
5146,CUS0x2803,August,Andrea Shalal-Esai,31,MediaManager,37159,,5,4,15,4,"Personal Loan, Not Specified, Student Loan, and Mortgage Loan",16,20,13.43,8,1051.35,36.50958287,16 Years and 4 Months,Yes,26.73574195,HighspentLargevaluepayments,468.6191647,
5147,CUS0x82a7,May,,45,Scientist,9766.965,800.91375,8,10,20,6,"Credit-Builder Loan, Auto Loan, Debt Consolidation Loan, Debt Consolidation Loan, Credit-Builder Loan, and Debt Consolidation Loan",36,,4.86,8,2223.4,23.34208603,8 Years and 0 Months,Yes,87.99770628,LowspentSmallvaluepayments,256.7419616,
5148,CUS0x6cf3,February,Himankv,24,Doctor,45499.89,3659.411208,8,8,33,5,"Personal Loan, Student Loan, Not Specified, Debt Consolidation Loan, and Student Loan",30,20,22.41,9,4654.47,34.93346959,6 Years and 8 Months,Yes,413.8210491,LowspentSmallvaluepayments,169.7439973,
5149,CUS0x3cc8,February,Klaymang,44,Architect,32632.16,2789.346667,6,9,25,2,"Student Loan, and Student Loan",39,,7.68,7,1309.09,24.16168867,14 Years and 11 Months,Yes,58.46004015,HighspentSmallvaluepayments,445.2829817,
5150,CUS0x456d,July,Melanie Burtond,55,Lawyer,36368.55,2782.7125,6,5,15,4,"Student Loan, Payday Loan, Credit-Builder Loan, and Credit-Builder Loan",10,9,,3,950.56,29.35563655,22 Years and 9 Months,No,346.2494934,LowspentSmallvaluepayments,126.5881665,
5151,CUS0xb387,April,Kevinj,51,Scientist,73562.46,5888.205,5,3,15,2,"Credit-Builder Loan, and Debt Consolidation Loan",8,16,16.6,4,217.92,39.9559661,28 Years and 0 Months,NM,169.4215577,HighspentMediumvaluepayments,568.7486914,
5152,CUS0x43fc,February,Poornimag,29,Architect,134951.25,11014.9375,1,4,5,4,"Not Specified, Mortgage Loan, Student Loan, and Mortgage Loan",12,4,1.96,4,496.32,33.30919888,29 Years and 2 Months,No,705.3181567,LowspentMediumvaluepayments,308.339988,
5153,CUS0xaf63,January,Edwardst,32,MediaManager,33949.42,3102.118333,5,6,5,2,"Home Equity Loan, and Credit-Builder Loan",7,20,3.15,1,385.92,24.69951653,19 Years and 4 Months,No,50.53248284,HighspentMediumvaluepayments,465.2180715,
5154,CUS0x9be7,February,Herbert Lashr,26,Engineer,30789.35,2738.779167,5,4,7,4,"Auto Loan, Home Equity Loan, Not Specified, and Personal Loan",0,4,5.72,4,1106.11,40.91226292,20 Years and 0 Months,No,59.04007963,HighspentMediumvaluepayments,390.972137,
5155,CUS0x2800,January,ernieg,44,Entrepreneur,65522.84,5376.236667,10,8,18,9,"Personal Loan, Home Equity Loan, Payday Loan, Personal Loan, Mortgage Loan, Debt Consolidation Loan, Debt Consolidation Loan, Auto Loan, and Personal Loan",32,23,1.38,9,1382.94,29.90073207,14 Years and 1 Months,Yes,94.545339,HighspentMediumvaluepayments,293.7065154,
5156,CUS0x5df7,June,Sarah N.w,18,Mechanic,8285.085,592.42375,6,6,33,5,"Debt Consolidation Loan, Payday Loan, Credit-Builder Loan, Credit-Builder Loan, and Mortgage Loan",50,20,11.56,7,1821.76,28.26446959,15 Years and 1 Months,Yes,10000,!@9#%8,277.0431851,
5157,CUS0x7666,February,Dolano,54,Entrepreneur,113284.84,,5,4,7,3,"Debt Consolidation Loan, Home Equity Loan, and Payday Loan",5,18,18.59,1,920.25,37.3198399,16 Years and 5 Months,Yes,859.4255634,LowspentLargevaluepayments,104.5981539,
5158,CUS0xa31b,August,Ritsukok,30,Architect,106879.71,8676.6425,1,4,11,4,"Mortgage Loan, Home Equity Loan, Personal Loan, and Credit-Builder Loan",7,7,2.31,7,1057.95,23.73985332,31 Years and 11 Months,NM,449.3561556,HighspentSmallvaluepayments,495.6534197,
5159,CUS0x8812,January,,28,Musician,31170.53,2854.544167,1,5,6,2,"Mortgage Loan, and Mortgage Loan",12,7,7.55,0,462.11,34.97313839,,No,66.89611287,HighspentSmallvaluepayments,443.5266612,
5160,CUS0x22ee,July,Deepa Seetharamans,20,Teacher,59885.28,5057.44,8,3,21,4,"Payday Loan, Home Equity Loan, Payday Loan, and Credit-Builder Loan",25,16,,7,2100.23,38.63789098,18 Years and 2 Months,NM,619.9528046,LowspentSmallvaluepayments,57.37098883,
5161,CUS0x673c,April,Elziot,40,Scientist,58596.3,4976.025,5,4,12,4,"Not Specified, Student Loan, Student Loan, and Personal Loan",12,8,4.04,3,286.92,33.42702809,24 Years and 1 Months,No,172.9383199,HighspentSmallvaluepayments,433.7140235,
5162,CUS0x8dc6,April,Soyoung Kimy,37,Journalist,76879.4,6214.616667,10,6,23,9,"Payday Loan, Home Equity Loan, Personal Loan, Auto Loan, Mortgage Loan, Credit-Builder Loan, Credit-Builder Loan, Credit-Builder Loan, and Mortgage Loan",55,15,,12,4070.63,35.59419449,8 Years and 11 Months,Yes,489.5883753,LowspentMediumvaluepayments,23.48430439,
5163,CUS0xb786,January,Stanwayo,34,Musician,101954.94,8544.245,1,6,3,4,"Debt Consolidation Loan, Debt Consolidation Loan, Personal Loan, and Credit-Builder Loan",6,7,3.79,2,606.47,32.77474259,23 Years and 9 Months,No,220.3744005,HighspentMediumvaluepayments,608.2302761,
5164,CUS0x76d0,August,David Henryg,51,Manager,21324.515,1532.042917,0,7,3,4,"Credit-Builder Loan, Student Loan, Home Equity Loan, and Personal Loan",2,13,3.84,6,361.43,34.25776421,25 Years and 3 Months,No,108.7078203,LowspentSmallvaluepayments,270.422329,
5165,CUS0x32fa,July,Grant McCooll,38,Writer,69209.85,6047.4875,6,3,9,2,"Credit-Builder Loan, and Auto Loan",29,12,6.9,2,225.58,38.27546677,32 Years and 10 Months,No,214.029309,!@9#%8,564.3415559,
5166,CUS0x80d8,February,Woodallg,25,Lawyer,111845.6,9174.466667,3,4,11,1,Auto Loan,23,20,10.73,2,302.94,42.47069422,,No,207.0044225,HighspentLargevaluepayments,884.7302363,
5167,CUS0x8919,March,Wanfengf,34,Scientist,76891,6480.583333,6,7,19,4,"Debt Consolidation Loan, Not Specified, Credit-Builder Loan, and Payday Loan",56,21,1.79,7,1999.24,31.96985398,14 Years and 3 Months,Yes,443.4565047,HighspentSmallvaluepayments,334.344669,
5168,CUS0x3adb,August,Wanfeng Zhouw,27,Architect,103351.8,8465.65,3,7,8,2,"Personal Loan, and Student Loan",12,8,10.03,8,1246.62,29.53270436,8 Years and 10 Months,Yes,,LowspentMediumvaluepayments,270.2141844,
5169,CUS0x3640,January,Kerberj,37,Developer,15432.2,1201.016667,2,6,7,4,"Debt Consolidation Loan, Mortgage Loan, Credit-Builder Loan, and Debt Consolidation Loan",12,-1,3.27,3,1478.53,28.05234445,15 Years and 9 Months,No,101.5832036,LowspentMediumvaluepayments,268.4913382,
5170,CUS0xadb5,August,Andrea Shalal-Esaq,45,Entrepreneur,77460.2,6494.016667,4,7,25,2,"Mortgage Loan, and Debt Consolidation Loan",23,10,15.67,9,1329.63,33.31580482,12 Years and 0 Months,NM,138.7579643,HighspentLargevaluepayments,641.8256542,
5171,CUS0xba52,May,Timk,39,Doctor,68471.16,5967.93,4,3,11,3,"Credit-Builder Loan, Student Loan, and Payday Loan",12,19,2.59,929,403.31,25.72168449,32 Years and 7 Months,Yes,344.735562,HighspentSmallvaluepayments,354.52117,
5172,CUS0x795,January,Haysi,21,MediaManager,14517.44,1293.786667,10,8,30,6,"Not Specified, Home Equity Loan, Credit-Builder Loan, Not Specified, Payday Loan, and Personal Loan",60,19,4.73,6,1384.57,22.37374468,,NM,69.73945273,LowspentMediumvaluepayments,299.5011243,
5173,CUS0x8c76,July,,26,Engineer,122543.56,10343.96333,5,6,18,4,"Student Loan, Auto Loan, Auto Loan, and Student Loan",25,19,2.41,5,1302.42,34.09543866,28 Years and 5 Months,NM,765.0120026,!@9#%8,199.9035588,
5174,CUS0x6191,January,Aubinb,40,Musician,20171.07,1962.9225,9,7,26,7,"Payday Loan, Auto Loan, Personal Loan, Auto Loan, Auto Loan, Debt Consolidation Loan, and Auto Loan",30,25,17.81,10,2789.42,31.35352015,3 Years and 2 Months,Yes,89.71599341,LowspentMediumvaluepayments,314.4524447,
5175,CUS0xbb77,March,Stevea,15,Manager,70391.92,5326.1424,10,8,18,9,"Auto Loan, Debt Consolidation Loan, Mortgage Loan, Home Equity Loan, Student Loan, Not Specified, Home Equity Loan, Personal Loan, and Home Equity Loan",22,23,27.35,8,3363.51,28.16291228,13 Years and 9 Months,Yes,138.1333272,HighspentMediumvaluepayments,400.3024114,
5176,CUS0x4425,March,Andreasy,14,Doctor,59788.89,5053.4075,9,9,20,7,"Student Loan, Student Loan, Debt Consolidation Loan, Not Specified, Student Loan, Student Loan, and Not Specified",36,,18.13,6,3547.66,35.22912928,7 Years and 0 Months,Yes,399.3316693,LowspentMediumvaluepayments,197.4303675,
5177,CUS0x1b85,June,,43,Entrepreneur,36228.12,3105.01,3,7,3,2,"Credit-Builder Loan, and Not Specified",6,3,11.62,2,1475.78,29.39318321,27 Years and 7 Months,No,319.4205521,LowspentSmallvaluepayments,242.034617,
5178,CUS0x97ef,July,,37,Teacher,9339.455,924.2879167,9,6,28,7,"Personal Loan, Not Specified, Not Specified, Personal Loan, Credit-Builder Loan, Personal Loan, and Mortgage Loan",31,19,20.56,9,2637.94,33.57667185,,NM,49.75649559,LowspentSmallvaluepayments,285.9864293,
5179,CUS0xaac2,June,David Ljunggrend,24,Journalist,17223.875,1599.529005,3,5,16,4,"Mortgage Loan, Mortgage Loan, Payday Loan, and Payday Loan",6,,11.57,13,637.5,34.00787215,8 Years and 8 Months,Yes,65.70932191,LowspentLargevaluepayments,336.7566896,
5180,CUS0xbd57,April,Jamest,32,Accountant,108223.71,8874.6425,1,7,2,1,Home Equity Loan,5,10,14.54,1,1044.63,23.86825571,30 Years and 1 Months,NM,755.3062414,!@9#%8,360.5106683,
5181,CUS0x6fa,August,"""John ODonnell""r",47,MediaManager,16520.865,1492.73875,4,1,8,2,"Not Specified, and Debt Consolidation Loan",1,6,1.53,8,841.69,31.21153568,16 Years and 9 Months,No,56.96672942,HighspentSmallvaluepayments,328.1757664,
5182,CUS0x1864,June,,43,Journalist,99618.84,8238.57,2,5,1617,4,"Not Specified, Mortgage Loan, Personal Loan, and Mortgage Loan",2,,10.32,1,128.48,30.47605719,28 Years and 4 Months,No,260.9142173,HighspentMediumvaluepayments,635.4391972,
